id,X,Y,Z,N1,N2,N3,N4,N5,N6,N7,N8,W1,W2,W3,W4,W5,W6,W7,W8,W9,W0,F1,F2,Electricity,Start_Time,Phone_MAC,Phone_Brand,Phone_Android,Scan_Duration,Scan_Interval,Tx_Power
1,90,30,0,-76,-72,-81,-86,-82,-90,-76,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 15:51:40,B4:0B:44:F3:74:66,smartisan,7.1.1,29966,0,0
2,90,30,0,-70,-71,-77,-80,-110,-89,-76,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100000100100100000000000000000000000000000000000000,2021-12-28 15:51:40,B4:0B:44:F3:74:66,smartisan,7.1.1,29966,0,0
3,90,30,0,-84,-69,-80,-110,-110,-85,-82,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000000100100100000000000000000000000000000000000000,2021-12-28 15:51:40,B4:0B:44:F3:74:66,smartisan,7.1.1,29966,0,0
4,90,30,0,-85,-68,-80,-88,-90,-79,-75,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 15:57:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29939,0,0
5,90,30,0,-85,-74,-80,-75,-85,-84,-76,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 15:57:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29939,0,0
6,90,30,0,-76,-70,-80,-74,-82,-82,-78,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 15:57:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29939,0,0
7,90,30,0,-75,-73,-82,-81,-84,-81,-88,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 15:57:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29939,0,0
8,90,30,0,-74,-110,-79,-82,-83,-81,-88,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100000100100100100100100000000000000000000000000000000000000,2021-12-28 15:57:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29939,0,0
9,90,30,0,-74,-110,-72,-110,-81,-82,-110,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100000100000100100000100000000000000000000000000000000000000,2021-12-28 15:57:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29939,0,0
10,90,30,0,-79,-70,-77,-75,-86,-82,-74,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 15:59:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29850,0,0
11,90,30,0,-82,-69,-74,-86,-86,-92,-80,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 15:59:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29850,0,0
12,90,30,0,-75,-69,-78,-74,-77,-81,-80,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 15:59:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29850,0,0
13,90,30,0,-71,-69,-79,-77,-83,-83,-81,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 15:59:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29850,0,0
14,90,30,0,-71,-75,-75,-110,-83,-80,-80,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 15:59:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29850,0,0
15,90,30,0,-72,-72,-79,-78,-81,-78,-72,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:00:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29640,0,0
16,90,30,0,-72,-76,-79,-79,-79,-79,-75,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:00:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29640,0,0
17,90,30,0,-69,-72,-80,-81,-90,-79,-76,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:00:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29640,0,0
18,90,30,0,-71,-72,-77,-78,-79,-84,-72,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:00:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29640,0,0
19,90,30,0,-72,-77,-83,-86,-86,-77,-82,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:01:59,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0
20,90,30,0,-73,-72,-81,-87,-91,-74,-70,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:01:59,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0
21,90,30,0,-77,-73,-74,-75,-78,-74,-71,-92,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:01:59,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0
22,90,30,0,-72,-110,-74,-87,-110,-74,-91,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100000100100000100100100000000000000000000000000000000000000,2021-12-28 16:01:59,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0
23,90,30,0,-72,-110,-74,-110,-110,-76,-71,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100000100000000100100100000000000000000000000000000000000000,2021-12-28 16:01:59,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0
30,90,30,0,-74,-77,-81,-76,-85,-79,-78,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:24:45,B4:0B:44:F3:74:66,smartisan,7.1.1,29929,0,0
31,90,30,0,-77,-71,-82,-78,-85,-74,-74,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:24:45,B4:0B:44:F3:74:66,smartisan,7.1.1,29929,0,0
32,90,30,0,-79,-73,-82,-79,-80,-74,-75,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:24:45,B4:0B:44:F3:74:66,smartisan,7.1.1,29929,0,0
33,90,30,0,-75,-79,-86,-80,-88,-73,-74,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:24:45,B4:0B:44:F3:74:66,smartisan,7.1.1,29929,0,0
34,90,30,0,-79,-84,-82,-110,-89,-73,-86,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:24:45,B4:0B:44:F3:74:66,smartisan,7.1.1,29929,0,0
35,90,30,0,-76,-76,-110,-110,-90,-84,-75,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100000000100100100100000000000000000000000000000000000000,2021-12-28 16:24:45,B4:0B:44:F3:74:66,smartisan,7.1.1,29929,0,0
36,90,30,0,-73,-82,-79,-82,-86,-78,-77,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:25:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29953,0,0
37,90,30,0,-84,-83,-86,-82,-89,-75,-83,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:25:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29953,0,0
38,90,30,0,-83,-79,-86,-80,-88,-75,-78,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:25:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29953,0,0
39,90,30,0,-86,-76,-79,-82,-82,-79,-76,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:25:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29953,0,0
40,90,30,0,-87,-93,-74,-110,-79,-79,-77,-89,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:25:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29953,0,0
41,90,30,0,-92,-110,-87,-110,-78,-75,-78,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100000100000100100100100000000000000000000000000000000000000,2021-12-28 16:25:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29953,0,0
42,90,30,0,-82,-110,-86,-110,-88,-78,-78,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100000100000100100100100000000000000000000000000000000000000,2021-12-28 16:25:54,B4:0B:44:F3:74:66,smartisan,7.1.1,29953,0,0
43,210,30,0,-64,-68,-81,-84,-80,-83,-78,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:26:58,B4:0B:44:F3:74:66,smartisan,7.1.1,29928,0,0
44,210,30,0,-64,-72,-76,-110,-87,-76,-84,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:26:58,B4:0B:44:F3:74:66,smartisan,7.1.1,29928,0,0
45,210,30,0,-63,-71,-82,-110,-84,-77,-74,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:26:58,B4:0B:44:F3:74:66,smartisan,7.1.1,29928,0,0
46,210,30,0,-66,-70,-74,-110,-87,-79,-110,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100000100000000000000000000000000000000000000,2021-12-28 16:26:58,B4:0B:44:F3:74:66,smartisan,7.1.1,29928,0,0
47,210,30,0,-68,-70,-74,-110,-92,-110,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100000000100000000000000000000000000000000000000,2021-12-28 16:26:58,B4:0B:44:F3:74:66,smartisan,7.1.1,29928,0,0
48,210,30,0,-66,-78,-77,-83,-90,-75,-72,-90,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:28:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29990,0,0
49,210,30,0,-65,-73,-77,-79,-87,-78,-71,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:28:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29990,0,0
50,210,30,0,-66,-73,-71,-86,-86,-76,-75,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:28:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29990,0,0
51,210,30,0,-62,-76,-70,-79,-86,-77,-69,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:28:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29990,0,0
52,210,30,0,-62,-72,-79,-110,-85,-75,-70,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:28:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29990,0,0
53,210,30,0,-64,-71,-80,-110,-82,-76,-74,-91,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:28:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29990,0,0
54,210,30,0,-68,-71,-80,-110,-84,-77,-82,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:28:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29990,0,0
55,210,30,0,-65,-74,-78,-83,-95,-75,-74,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:28:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29922,0,0
56,210,30,0,-66,-82,-76,-83,-110,-76,-74,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100000100100100000000000000000000000000000000000000,2021-12-28 16:28:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29922,0,0
57,210,30,0,-66,-78,-80,-90,-110,-75,-76,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100000100100100000000000000000000000000000000000000,2021-12-28 16:28:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29922,0,0
58,210,30,0,-72,-78,-81,-110,-110,-92,-79,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000000100100100000000000000000000000000000000000000,2021-12-28 16:28:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29922,0,0
59,210,30,0,-70,-75,-77,-110,-110,-76,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000000100100000000000000000000000000000000000000000,2021-12-28 16:28:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29922,0,0
60,210,30,0,-68,-70,-76,-82,-91,-76,-71,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:29:16,B4:0B:44:F3:74:66,smartisan,7.1.1,29625,0,0
61,210,30,0,-68,-72,-75,-82,-90,-76,-71,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:29:16,B4:0B:44:F3:74:66,smartisan,7.1.1,29625,0,0
62,210,30,0,-66,-73,-76,-110,-86,-76,-72,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:29:16,B4:0B:44:F3:74:66,smartisan,7.1.1,29625,0,0
63,210,30,0,-66,-74,-73,-110,-89,-110,-78,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100000100100000000000000000000000000000000000000,2021-12-28 16:29:16,B4:0B:44:F3:74:66,smartisan,7.1.1,29625,0,0
64,210,30,0,-66,-79,-74,-110,-110,-110,-80,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000000000100100000000000000000000000000000000000000,2021-12-28 16:29:16,B4:0B:44:F3:74:66,smartisan,7.1.1,29625,0,0
65,210,30,0,-67,-74,-78,-83,-81,-76,-74,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:29:50,B4:0B:44:F3:74:66,smartisan,7.1.1,29950,0,0
66,210,30,0,-67,-72,-75,-90,-90,-76,-74,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:29:50,B4:0B:44:F3:74:66,smartisan,7.1.1,29950,0,0
67,210,30,0,-67,-73,-75,-82,-110,-74,-73,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100000100100100000000000000000000000000000000000000,2021-12-28 16:29:50,B4:0B:44:F3:74:66,smartisan,7.1.1,29950,0,0
68,210,30,0,-67,-72,-70,-82,-110,-75,-72,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100000100100100000000000000000000000000000000000000,2021-12-28 16:29:50,B4:0B:44:F3:74:66,smartisan,7.1.1,29950,0,0
69,210,30,0,-73,-79,-70,-110,-110,-76,-79,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000000100100100000000000000000000000000000000000000,2021-12-28 16:29:50,B4:0B:44:F3:74:66,smartisan,7.1.1,29950,0,0
70,210,30,0,-67,-73,-75,-79,-95,-76,-73,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:30:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29949,0,0
71,210,30,0,-66,-79,-74,-78,-98,-77,-72,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:30:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29949,0,0
72,210,30,0,-70,-78,-75,-85,-83,-77,-76,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:30:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29949,0,0
73,210,30,0,-67,-73,-72,-110,-83,-76,-87,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:30:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29949,0,0
74,210,30,0,-67,-74,-75,-110,-110,-76,-73,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000000100100100000000000000000000000000000000000000,2021-12-28 16:30:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29949,0,0
75,210,30,0,-64,-110,-75,-110,-110,-89,-72,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100000100000000100100100000000000000000000000000000000000000,2021-12-28 16:30:24,B4:0B:44:F3:74:66,smartisan,7.1.1,29949,0,0
76,330,30,0,-66,-69,-79,-79,-90,-83,-79,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:31:22,B4:0B:44:F3:74:66,smartisan,7.1.1,29662,0,0
77,330,30,0,-68,-67,-82,-84,-85,-82,-86,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100000000000000000000000000000000000000000,2021-12-28 16:31:22,B4:0B:44:F3:74:66,smartisan,7.1.1,29662,0,0
78,330,30,0,-66,-70,-81,-84,-86,-81,-82,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:31:22,B4:0B:44:F3:74:66,smartisan,7.1.1,29662,0,0
79,330,30,0,-64,-69,-78,-83,-82,-84,-77,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:31:22,B4:0B:44:F3:74:66,smartisan,7.1.1,29662,0,0
80,330,30,0,-70,-75,-80,-110,-88,-86,-73,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:31:22,B4:0B:44:F3:74:66,smartisan,7.1.1,29662,0,0
81,330,30,0,-70,-72,-76,-110,-89,-83,-72,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000100100100100000000000000000000000000000000000000,2021-12-28 16:31:22,B4:0B:44:F3:74:66,smartisan,7.1.1,29662,0,0
82,330,30,0,-65,-72,-83,-94,-88,-82,-87,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:31:55,B4:0B:44:F3:74:66,smartisan,7.1.1,29966,0,0
83,330,30,0,-64,-70,-110,-79,-86,-92,-82,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100000100100100100100000000000000000000000000000000000000,2021-12-28 16:31:55,B4:0B:44:F3:74:66,smartisan,7.1.1,29966,0,0
84,330,30,0,-64,-69,-110,-81,-87,-86,-73,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100000100100100100100000000000000000000000000000000000000,2021-12-28 16:31:55,B4:0B:44:F3:74:66,smartisan,7.1.1,29966,0,0
85,330,30,0,-64,-74,-110,-110,-88,-83,-87,-65,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100000000100100100100000000000000000000000000000000000000,2021-12-28 16:31:55,B4:0B:44:F3:74:66,smartisan,7.1.1,29966,0,0
86,330,30,0,-70,-68,-110,-110,-110,-86,-86,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100000000000100100100000000000000000000000000000000000000,2021-12-28 16:31:55,B4:0B:44:F3:74:66,smartisan,7.1.1,29966,0,0
87,330,30,0,-63,-71,-76,-78,-85,-79,-96,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:32:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29780,0,0
88,330,30,0,-64,-72,-76,-77,-95,-88,-75,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:32:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29780,0,0
89,330,30,0,-64,-77,-76,-84,-84,-80,-82,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:32:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29780,0,0
90,330,30,0,-64,-69,-89,-86,-110,-80,-81,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100000100100100000000000000000000000000000000000000,2021-12-28 16:32:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29780,0,0
91,330,30,0,-63,-75,-79,-110,-110,-110,-73,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100000000000100100000000000000000000000000000000000000,2021-12-28 16:32:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29780,0,0
92,330,30,0,-65,-69,-75,-82,-86,-79,-77,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29873,0,0
93,330,30,0,-65,-68,-79,-86,-86,-80,-76,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29873,0,0
94,330,30,0,-64,-72,-81,-75,-83,-84,-88,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29873,0,0
95,330,30,0,-63,-71,-80,-77,-83,-84,-85,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29873,0,0
96,330,30,0,-63,-69,-78,-78,-90,-83,-74,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:08,B4:0B:44:F3:74:66,smartisan,7.1.1,29873,0,0
97,330,30,0,-65,-71,-75,-79,-82,-79,-74,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29891,0,0
98,330,30,0,-64,-71,-75,-90,-83,-79,-74,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29891,0,0
99,330,30,0,-64,-71,-84,-77,-82,-79,-74,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29891,0,0
100,330,30,0,-68,-70,-86,-78,-84,-78,-75,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29891,0,0
101,330,30,0,-68,-68,-78,-77,-87,-78,-75,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:33:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29891,0,0
102,330,30,0,-110,-69,-77,-110,-90,-78,-78,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,000100100000100100100100000000000000000000000000000000000000,2021-12-28 16:33:42,B4:0B:44:F3:74:66,smartisan,7.1.1,29891,0,0
103,450,30,0,-68,-83,-74,-82,-81,-82,-70,-57,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:34:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29980,0,0
104,450,30,0,-65,-82,-72,-82,-79,-79,-70,-57,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:34:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29980,0,0
105,450,30,0,-64,-82,-75,-75,-83,-84,-71,-56,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:34:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29980,0,0
106,450,30,0,-64,-85,-74,-82,-83,-80,-75,-56,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:34:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29980,0,0
107,450,30,0,-67,-82,-73,-91,-81,-80,-77,-53,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:34:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29980,0,0
108,450,30,0,-67,-82,-80,-86,-83,-80,-79,-55,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021-12-28 16:34:34,B4:0B:44:F3:74:66,smartisan,7.1.1,29980,0,0
